Battle,belligerent,pos,Result,VorD
Battle_of_Naseby,"Marmaduke Langdale, 1st Baron Langdale of Holme",R,Decisive Parliamentarian victory,D
Battle_of_Alford,"James Graham, 1st Marquess of Montrose",L,Royalist Victory,V
Battle_of_Alford,"George Gordon, 2nd Marquess of Huntly",L,Royalist Victory,V
Battle_of_Alford,Manus O'Cahan's Regiment,L,Royalist Victory,V
Battle_of_Alford,William Baillie (soldier),R,Royalist Victory,D
Battle_of_Alford,"Alexander Lindsay, 1st Earl of Balcarres",R,Royalist Victory,D
Battle_of_Nördlingen_(1645),"Louis, Grand Condé",L,French victory,V
Battle_of_Nördlingen_(1645),"Henri de la Tour d'Auvergne, Vicomte de Turenne",L,French victory,V
Battle_of_Nördlingen_(1645),Franz von Mercy,R,French victory,D
Battle_of_Nördlingen_(1645),Johann von Werth,R,French victory,D
Battle_of_Tabocas,Hendrik van Haus,L,Portuguese victory[1][2],D
Battle_of_Tabocas,João Fernandes Vieira,R,Portuguese victory[1][2],V
Battle_of_Kilsyth,"James Graham, 1st Marquess of Montrose",L,Royalist Victory,V
Battle_of_Kilsyth,Alasdair Mac Colla,L,Royalist Victory,V
Battle_of_Kilsyth,William Baillie (soldier),R,Royalist Victory,D
Battle_of_Kilsyth,Committee of Estates,R,Royalist Victory,D
Battle_of_Philiphaugh,"James Graham, 1st Marquess of Montrose",L,Decisive Covenanter Victory,D
Battle_of_Philiphaugh,"David Leslie, 1st Lord Newark",R,Decisive Covenanter Victory,V
Battle_of_Benburb,Owen Roe O'Neill,L,Irish Confederate victory,V
Battle_of_Benburb,Robert Monro,R,Irish Confederate victory,D
Battles_of_La_Naval_de_Manila,Maarten Gerritsz Vries,R,Spanish victory,D
Battle_of_Dungan's_Hill,"Thomas Preston, 1st Viscount Tara",L,"English Parliamentarian Victory, destruction of Leinster army",D
Battle_of_Dungan's_Hill,Michael Jones (soldier),R,"English Parliamentarian Victory, destruction of Leinster army",V
Battle_of_Knocknanuss,"Theobald Taaffe, 1st Earl of Carlingford",L,English Parliamentarian Victory,D
Battle_of_Knocknanuss,Alasdair Mac Colla,L,English Parliamentarian Victory,D
Battle_of_Knocknanuss,"Murrough O'Brien, 1st Earl of Inchiquin",R,English Parliamentarian Victory,V
Battle_of_Maidstone,"George Goring, 1st Earl of Norwich",L,Parliamentarian victory,D
Battle_of_Maidstone,Thomas Fairfax,R,Parliamentarian victory,V
Battle_of_St_Fagans,John Poyer,L,Parliamentarian victory,D
Battle_of_St_Fagans,Rowland Laugharne,L,Parliamentarian victory,D
Battle_of_St_Fagans,Rice Powell,L,Parliamentarian victory,D
Battle_of_St_Fagans,Thomas Horton (soldier),R,Parliamentarian victory,V
First_Battle_of_Guararapes,Sigismund van Schoppe,L,Portuguese victory[1],D
First_Battle_of_Guararapes,Francisco Barreto de Meneses,R,Portuguese victory[1],V
Battle_of_Zusmarshausen,Carl Gustaf Wrangel,L,Franco-Swedish victory,V
Battle_of_Zusmarshausen,"Henri de la Tour d'Auvergne, Vicomte de Turenne",L,Franco-Swedish victory,V
Battle_of_Zusmarshausen,Raimondo Montecuccoli,R,Franco-Swedish victory,D
Battle_of_Zusmarshausen,Jost Maximilian von Bronckhorst-Gronsfeld,R,Franco-Swedish victory,D
Battle_of_Zusmarshausen,Peter Melander Graf von Holzappel,R,Franco-Swedish victory,D
Battle_of_Prague_(1648),Hans Christoff von Königsmarck,L,Disputed; the Swedes loot Prague Castle but fail to capture the Old Town,I
Battle_of_Prague_(1648),Charles X Gustav of Sweden,L,Disputed; the Swedes loot Prague Castle but fail to capture the Old Town,I
Battle_of_Prague_(1648),Rudolf von Colloredo,R,Disputed; the Swedes loot Prague Castle but fail to capture the Old Town,I
Battle_of_Prague_(1648),Jiří Plachý,R,Disputed; the Swedes loot Prague Castle but fail to capture the Old Town,I
Battle_of_Prague_(1648),Academic Legion (students' group),R,Disputed; the Swedes loot Prague Castle but fail to capture the Old Town,I
Battle_of_Preston_(1648),Oliver Cromwell,L,Decisive Parliamentarian victory,V
Battle_of_Preston_(1648),John Lambert (general),L,Decisive Parliamentarian victory,V
Battle_of_Preston_(1648),"James Hamilton, 1st Duke of Hamilton",R,Decisive Parliamentarian victory,D
Battle_of_Preston_(1648),"James Livingston, 1st Earl of Callendar",R,Decisive Parliamentarian victory,D
Battle_of_Preston_(1648),William Baillie (soldier),R,Decisive Parliamentarian victory,D
Battle_of_Preston_(1648),"John Middleton, 1st Earl of Middleton",R,Decisive Parliamentarian victory,D
Battle_of_Preston_(1648),"Marmaduke Langdale, 1st Baron Langdale of Holme",R,Decisive Parliamentarian victory,D
Battle_of_Lens,"Louis, Grand Condé",L,Decisive French victory[2],V
Battle_of_Lens,Archduke Leopold Wilhelm of Austria,R,Decisive French victory[2],D
Second_Battle_of_Guararapes,Colonel Van Den Brinck,L,Decisive Portuguese victory[1],D
Second_Battle_of_Guararapes,Francisco Barreto de Meneses,R,Decisive Portuguese victory[1],V
Second_Battle_of_Guararapes,Henrique Dias,R,Decisive Portuguese victory[1],V
Second_Battle_of_Guararapes,António Filipe Camarão,R,Decisive Portuguese victory[1],V
Second_Battle_of_Guararapes,André Vidal de Negreiros,R,Decisive Portuguese victory[1],V
Battle_of_Rathmines,"James Butler, 1st Duke of Ormonde",L,English Parliamentarian Victory,D
Battle_of_Rathmines,Michael Jones (soldier),R,English Parliamentarian Victory,V
Battle_of_Dunbar_(1650),"David Leslie, 1st Lord Newark",L,Decisive English Parliamentarian victory,D
Battle_of_Dunbar_(1650),Oliver Cromwell,R,Decisive English Parliamentarian victory,V
Battle_of_Worcester,Oliver Cromwell,L,"Decisive Parliamentarian victory

Escape of Charles II
End of the English Civil War",V
Battle_of_Worcester,Charles II of England,R,"Decisive Parliamentarian victory

Escape of Charles II
End of the English Civil War",D
Battle_of_Berestechko,Bohdan Khmelnytsky,L,Decisive Polish victory,D
Battle_of_Berestechko,İslâm III Giray,L,Decisive Polish victory,D
Battle_of_Berestechko,Tugay Bey,L,Decisive Polish victory,D
Battle_of_Berestechko,Ivan Bohun,L,Decisive Polish victory,D
Battle_of_Berestechko,John II Casimir Vasa,R,Decisive Polish victory,V
Battle_of_Berestechko,Jeremi Wiśniowiecki,R,Decisive Polish victory,V
Battle_of_Berestechko,Mikołaj Potocki,R,Decisive Polish victory,V
Battle_of_Berestechko,Stefan Czarniecki,R,Decisive Polish victory,V
Battle_of_Berestechko,Marcin Kalinowski,R,Decisive Polish victory,V
Battle_of_Berestechko,Stanisław Lanckoroński (hetman),R,Decisive Polish victory,V
Battle_of_Goodwin_Sands,Maarten Tromp,L,Inconclusive,I
Battle_of_Goodwin_Sands,Robert Blake (admiral),R,Inconclusive,I
Battle_of_Plymouth,Maarten Tromp,L,Dutch victory,V
Battle_of_Plymouth,George Ayscue,R,Dutch victory,D
Battle_of_the_Kentish_Knock,Witte Corneliszoon de With,L,English victory,D
Battle_of_the_Kentish_Knock,Robert Blake (admiral),R,English victory,V
Battle_of_Dungeness,Maarten Tromp,L,"Decisive Dutch victory[1]

Dutch gain temporary control of the English Channel",V
Battle_of_Dungeness,Robert Blake (admiral),R,"Decisive Dutch victory[1]

Dutch gain temporary control of the English Channel",D
Battle_of_Portland,Maarten Tromp,L,English victory,D
Battle_of_Portland,Robert Blake (admiral),R,English victory,V
Battle_of_the_Gabbard,"George Monck, 1st Duke of Albemarle",L,English victory,V
Battle_of_the_Gabbard,Richard Deane (regicide),L,English victory,V
Battle_of_the_Gabbard,John Lawson (naval officer),L,English victory,V
Battle_of_the_Gabbard,William Penn (Royal Navy officer),L,English victory,V
Battle_of_the_Gabbard,Maarten Tromp,R,English victory,D
Battle_of_the_Gabbard,Witte Corneliszoon de With,R,English victory,D
Battle_of_Scheveningen,"George Monck, 1st Duke of Albemarle",L,"English tactical victory
Dutch strategic victory",V
Battle_of_Scheveningen,Maarten Tromp,R,"English tactical victory
Dutch strategic victory",D
Battle_of_Żarnów,Charles X Gustav of Sweden,L,Swedish victory,V
Battle_of_Żarnów,Arvid Wittenberg,L,Swedish victory,V
Battle_of_Żarnów,John II Casimir Vasa,R,Swedish victory,D
Battle_of_Żarnów,Stanisław Lanckoroński (hetman),R,Swedish victory,D
Battle_of_Żarnów,Aleksander Koniecpolski (1620–1659),R,Swedish victory,D
Battle_of_Nowy_Dwór_Mazowiecki,Gustaf Otto Stenbock,L,Swedish victory,V
Battle_of_Nowy_Dwór_Mazowiecki,Jan Kazimierz Krasiński,R,Swedish victory,D
Battle_of_Częstochowa,Augustyn Kordecki,R,Decisive Polish victory,D
Battle_of_Częstochowa,Stanisław Warszycki,R,Decisive Polish victory,D
Battle_of_Warsaw_(1656),Charles X Gustav of Sweden,L,"Swedish-Brandenburger victory, Polish-Lithuanian army withdrew",V
Battle_of_Warsaw_(1656),"Frederick William, Elector of Brandenburg",L,"Swedish-Brandenburger victory, Polish-Lithuanian army withdrew",V
Battle_of_Warsaw_(1656),John II Casimir Vasa,R,"Swedish-Brandenburger victory, Polish-Lithuanian army withdrew",D
Battle_of_Prostken,Prince Georg Friedrich of Waldeck,L,Decisive Polish–Lithuanian–Tatar victory,V
Battle_of_Prostken,Bogusław Radziwiłł,L,Decisive Polish–Lithuanian–Tatar victory,V
Battle_of_Prostken,Hetmans of the Polish–Lithuanian Commonwealth,R,Decisive Polish–Lithuanian–Tatar victory,D
Battle_of_Prostken,Wincenty Korwin Gosiewski,R,Decisive Polish–Lithuanian–Tatar victory,D
Battle_of_the_Dunes_(1658),"Henri de la Tour d'Auvergne, Vicomte de Turenne",L,Decisive Anglo-French victory[1][2],V
Battle_of_the_Dunes_(1658),William Lockhart of Lee,L,Decisive Anglo-French victory[1][2],V
Battle_of_the_Dunes_(1658),John of Austria the Younger,R,Decisive Anglo-French victory[1][2],D
Battle_of_the_Dunes_(1658),"Louis, Grand Condé",R,Decisive Anglo-French victory[1][2],D
Battle_of_the_Dunes_(1658),"Luis de Benavides Carrillo, Marquis of Caracena",R,Decisive Anglo-French victory[1][2],D
Battle_of_the_Dunes_(1658),James II of England,R,Decisive Anglo-French victory[1][2],D
Battle_of_Kolding_(1658),Stefan Czarniecki,L,Polish-Danish victory,V
Battle_at_Elvas,"António Luís de Meneses, 1st Marquis of Marialva",L,Decisive Portuguese victory[1],V
Battle_at_Elvas,Sancho Manuel de Vilhena,L,Decisive Portuguese victory[1],V
Battle_at_Elvas,Luis Méndez de Haro,R,Decisive Portuguese victory[1],D
Battle_of_Polonka,Stefan Czarniecki,L,Polish-Lithuanian victory,V
Battle_of_Polonka,Paweł Jan Sapieha,L,Polish-Lithuanian victory,V
Battle_of_Polonka,Ivan Andreyevich Khovansky,R,Polish-Lithuanian victory,D
Battle_of_Chudnov,"Stanisław ""Rewera"" Potocki",L,Polish-Lithuanian Commonwealth victory,V
Battle_of_Chudnov,Jerzy Sebastian Lubomirski,L,Polish-Lithuanian Commonwealth victory,V
Battle_of_Chudnov,Vasily Borisovich Sheremetev,R,Polish-Lithuanian Commonwealth victory,D
Siege_of_Fort_Zeelandia,Koxinga,L,"Decisive Ming Loyalist victory
Establishment of Kingdom of Tungning",V
Siege_of_Fort_Zeelandia,Frederick Coyett,R,"Decisive Ming Loyalist victory
Establishment of Kingdom of Tungning",D
Battle_of_Saint_Gotthard_(1664),Raimondo Montecuccoli,L,Decisive League victory,V
Battle_of_Saint_Gotthard_(1664),Johann von Sporck,L,Decisive League victory,V
Battle_of_Saint_Gotthard_(1664),"Leopold Wilhelm, Margrave of Baden-Baden",L,Decisive League victory,V
Battle_of_Saint_Gotthard_(1664),Jean de Coligny-Saligny,L,Decisive League victory,V
Battle_of_Saint_Gotthard_(1664),Prince Georg Friedrich of Waldeck,L,Decisive League victory,V
Battle_of_Saint_Gotthard_(1664),Köprülüzade Fazıl Ahmed Pasha,R,Decisive League victory,D
Battle_of_Lowestoft,James II of England,L,English Victory[1],V
Battle_of_Lowestoft,Jacob van Wassenaer Obdam,R,English Victory[1],D
Battle_of_Vågen,Pieter de Bitter,L,Dutch victory,V
Battle_of_Vågen,Claus von Ahlefeldt,L,Dutch victory,V
Battle_of_Vågen,Thomas Teddeman,R,Dutch victory,D
Battle_of_Ambuila,António I of Kongo,L,Decisive Portuguese victory,D
Battle_of_Ambuila,Luís Lopes de Sequeira,R,Decisive Portuguese victory,V
Battle_of_Montes_Claros,"António Luís de Meneses, 1st Marquis of Marialva",L,Decisive Portuguese victory,V
Battle_of_Montes_Claros,"Frederick Schomberg, 1st Duke of Schomberg",L,Decisive Portuguese victory,D
Four_Days'_Battle,"George Monck, 1st Duke of Albemarle",L,Dutch victory,D
Four_Days'_Battle,Christopher Myngs,L,Dutch victory,D
Four_Days'_Battle,William Berkeley (Royal Navy officer),L,Dutch victory,D
Four_Days'_Battle,Michiel de Ruyter,R,Dutch victory,V
Four_Days'_Battle,Cornelis Evertsen the Elder,R,Dutch victory,V
Four_Days'_Battle,Abraham van der Hulst,R,Dutch victory,V
St._James's_Day_Battle,Prince Rupert of the Rhine,L,English Victory,V
St._James's_Day_Battle,"George Monck, 1st Duke of Albemarle",L,English Victory,V
St._James's_Day_Battle,Michiel de Ruyter,R,English Victory,D
Raid_on_the_Medway,Michiel de Ruyter,L,Decisive Dutch victory,V
Raid_on_the_Medway,Willem Joseph van Ghent,L,Decisive Dutch victory,V
Raid_on_the_Medway,Cornelis de Witt,L,Decisive Dutch victory,V
Raid_on_the_Medway,Prince Rupert of the Rhine,R,Decisive Dutch victory,D
Raid_on_the_Medway,"George Monck, 1st Duke of Albemarle",R,Decisive Dutch victory,D
Battle_of_Solebay,Michiel de Ruyter,L,"Tactically indecisive
Strategic Dutch victory",I
Battle_of_Solebay,Adriaen Banckert,L,"Tactically indecisive
Strategic Dutch victory",I
Battle_of_Solebay,Willem Joseph van Ghent,L,"Tactically indecisive
Strategic Dutch victory",I
Battle_of_Solebay,James II of England,R,"Tactically indecisive
Strategic Dutch victory",I
Battle_of_Solebay,"Edward Montagu, 1st Earl of Sandwich",R,"Tactically indecisive
Strategic Dutch victory",I
Battle_of_Solebay,Jean II d'Estrées,R,"Tactically indecisive
Strategic Dutch victory",I
Siege_of_Groningen,Christoph Bernhard von Galen,L,Dutch victory,D
Siege_of_Groningen,Carl von Rabenhaupt,R,Dutch victory,V
Siege_of_Groenlo_(1672),Gustaff Tungel,L,Surrender of Groenlo,D
Siege_of_Groenlo_(1672),Christoph Bernhard von Galen,R,Surrender of Groenlo,V
Battle_of_Khotyn_(1673),John III Sobieski,L,Polish victory,V
Battle_of_Khotyn_(1673),Michał Kazimierz Radziwiłł,L,Polish victory,V
Battle_of_Khotyn_(1673),Grigore I Ghica,L,Polish victory,V
Battle_of_Schooneveld,Prince Rupert of the Rhine,L,Dutch victory,D
Battle_of_Schooneveld,Jean II d'Estrées,L,Dutch victory,D
Battle_of_Schooneveld,Edward Spragge,L,Dutch victory,D
Battle_of_Schooneveld,Michiel de Ruyter,R,Dutch victory,V
Battle_of_Schooneveld,Cornelis Tromp,R,Dutch victory,V
Battle_of_Schooneveld,Adriaen Banckert,R,Dutch victory,V
Siege_of_Maastricht_(1673),Louis XIV of France,L,French victory,V
Siege_of_Maastricht_(1673),Sébastien Le Prestre de Vauban,L,French victory,V
Siege_of_Maastricht_(1673),"Jacques de Fariaux, baron de Maulde",R,French victory,D
Battle_of_Texel,Michiel de Ruyter,L,Dutch victory,V
Battle_of_Texel,Cornelis Tromp,L,Dutch victory,V
Battle_of_Texel,Prince Rupert of the Rhine,R,Dutch victory,D
Battle_of_Texel,Jean II d'Estrées,R,Dutch victory,D
Battle_of_Seneffe,"Louis, Grand Condé",L,Tactical French victory; Allies retreat to fortified positions[1],V
Battle_of_Seneffe,William III of England,R,Tactical French victory; Allies retreat to fortified positions[1],D
Battle_of_Lwów_(1675),Ibrahim Shyshman,L,Polish victory,D
Battle_of_Lwów_(1675),John III Sobieski,R,Polish victory,V
Battle_of_Fehrbellin,"Frederick William, Elector of Brandenburg",L,Brandenburgian victory,V
Battle_of_Fehrbellin,Georg von Derfflinger,L,Brandenburgian victory,V
Battle_of_Fehrbellin,Waldemar von Wrangel,R,Brandenburgian victory,D
Battle_of_Turckheim,"Henri de la Tour d'Auvergne, Vicomte de Turenne",L,French victory,V
Battle_of_Turckheim,"Frederick William, Elector of Brandenburg",R,French victory,D
Great_Swamp_Fight,Josiah Winslow,L,New England victory,V
Great_Swamp_Fight,Samuel Appleton (born 1625),L,New England victory,V
Great_Swamp_Fight,Robert Treat,L,New England victory,V
Great_Swamp_Fight,William Bradford (Plymouth soldier),L,New England victory,V
Great_Swamp_Fight,Uncas,L,New England victory,V
Great_Swamp_Fight,Mohegan,L,New England victory,V
Great_Swamp_Fight,Canonchet,R,New England victory,D
Great_Swamp_Fight,Narragansett people,R,New England victory,D
Great_Swamp_Fight,Sachem,R,New England victory,D
Battle_of_Agosta,Michiel de Ruyter,L,French strategic victory,D
Battle_of_Agosta,Abraham Duquesne,R,French strategic victory,V
Battle_of_Bornholm_(1676),Niels Juel,L,"Tactically indecisive
Strategic Danish-Dutch victory",I
Battle_of_Bornholm_(1676),Jens Rodsten,L,"Tactically indecisive
Strategic Danish-Dutch victory",I
Battle_of_Bornholm_(1676),Philips van Almonde,L,"Tactically indecisive
Strategic Danish-Dutch victory",I
Battle_of_Bornholm_(1676),Lorentz Creutz,R,"Tactically indecisive
Strategic Danish-Dutch victory",I
Battle_of_Bornholm_(1676),Claes Uggla,R,"Tactically indecisive
Strategic Danish-Dutch victory",I
Battle_of_Bornholm_(1676),Johan Bär,R,"Tactically indecisive
Strategic Danish-Dutch victory",I
Battle_of_Öland,Cornelis Tromp,L,"Decisive allied victory, Danish naval supremacy and an invasion of Scania",V
Battle_of_Öland,Niels Juel,L,"Decisive allied victory, Danish naval supremacy and an invasion of Scania",V
Battle_of_Öland,Philips van Almonde,L,"Decisive allied victory, Danish naval supremacy and an invasion of Scania",V
Battle_of_Öland,Lorentz Creutz,R,"Decisive allied victory, Danish naval supremacy and an invasion of Scania",D
Battle_of_Öland,Claes Uggla,R,"Decisive allied victory, Danish naval supremacy and an invasion of Scania",D
Battle_of_Öland,Johan Bär,R,"Decisive allied victory, Danish naval supremacy and an invasion of Scania",D
Battle_of_Gegodog,Trunajaya,L,Trunajaya victory,V
Battle_of_Gegodog,Karaeng Galesong,L,Trunajaya victory,V
Battle_of_Gegodog,Amangkurat II of Mataram,R,Trunajaya victory,D
Battle_of_Gegodog,Pangeran Purbaya,R,Trunajaya victory,D
Battle_of_Gegodog,Pangeran Singasari,R,Trunajaya victory,D
Battle_of_Lund,Charles XI of Sweden,L,Decisive Swedish victory,V
Battle_of_Lund,Simon Grundel-Helmfelt,L,Decisive Swedish victory,V
Battle_of_Lund,Christian V of Denmark,R,Decisive Swedish victory,D
Battle_of_Lund,Carl von Arensdorff,R,Decisive Swedish victory,D
Battle_of_Lund,Friedrich von Arensdorff,R,Decisive Swedish victory,D
Battle_of_Malmö,Fabian von Fersen,L,Swedish victory,V
Battle_of_Malmö,Christian V of Denmark,R,Swedish victory,D
Battle_of_Landskrona,Charles XI of Sweden,L,Swedish victory,V
Battle_of_Landskrona,Simon Grundel-Helmfelt,L,Swedish victory,V
Battle_of_Landskrona,Christian V of Denmark,R,Swedish victory,D
Battle_of_Landskrona,Joachim Rüdiger von Goltz,R,Swedish victory,D
Battle_of_Cassel_(1677),"Philippe I, Duke of Orléans",L,French victory,V
Battle_of_Cassel_(1677),"Louis de Crevant, Duke of Humières",L,French victory,V
Battle_of_Cassel_(1677),"François-Henri de Montmorency, duc de Luxembourg",L,French victory,V
Battle_of_Cassel_(1677),William III of England,R,French victory,D
Battle_of_Marstrand,Anders Sinclair,L,Dano-Norwegian victory,D
Battle_of_Marstrand,Ulrik Frederik Gyldenløve,R,Dano-Norwegian victory,V
Battle_of_Uddevalla,Magnus Gabriel De la Gardie,L,Danish-Norwegian victory,D
