Battle,Date,Location,Result,belligerent,opp,own,pos,VorD,Infantry,Cavalry,Artillery,Ships,Airforce,Special
Battle of Amba Sel,28 October 1531,"Walaqa River, in the modern Amhara Region",Decisive Adal Sultanate victory,Dawit II,Unknown,Unknown,L,D,1,,,,,
Battle of Amida,,,,,,,L,D,1,,,,,
Battle of Amphipolis,422 BC,Amphipolis,Decisive Spartan victory,Cleon,"About 2,500","About 2,000",L,D,2000,,,,,
Battle of Amphipolis,422 BC,Amphipolis,Decisive Spartan victory,Nicias,"About 2,500","About 2,000",L,D,2000,,,,,
Battle of Amphipolis,422 BC,Amphipolis,Decisive Spartan victory,Thucydides,"About 2,500","About 2,000",L,D,2000,,,,,
Battle of Anchialus (708),708,Anchialus,Bulgarian victory,Justinian II,Unknown,Unknown,R,D,1,,,,,
Battle of Anchialus (763),30 June 763,"near Pomorie, Bulgaria",Byzantine victory,Telets of Bulgaria,"9,600 cavalrymen &
unknown infantry
800 ships",Unknown,L,D,1,,,,,
Battle of Ancrum Moor,27 February 1545 [1],"Four miles northwest of Jedburgh, Scotland",Decisive Scottish victory,"William Eure, 1st Baron Eure","approx 2,500","3,000 mercenary Reiters
1,500 English Border Reivers
700 Scots Border Reivers",R,D,5200,,,,,
Battle of Ancrum Moor,27 February 1545 [1],"Four miles northwest of Jedburgh, Scotland",Decisive Scottish victory,Brian Layton,"approx 2,500","3,000 mercenary Reiters
1,500 English Border Reivers
700 Scots Border Reivers",R,D,5200,,,,,
Battle of Andros (246 BC),246/245 BC,Andros,Antigonid victory,Sophron of Ephesus,numerically inferior,numerically superior,R,D,2,,,,,
Battle of Andros (246 BC),246/245 BC,Andros,Antigonid victory,Ptolemy Andromachou,numerically inferior,numerically superior,R,D,2,,,,,
Battle of Anegawa,30 July 1570,"Ane River, near Lake Biwa in Ōmi Province",Oda–Tokugawa victory.,Azai Nagamasa,"28,000","18,000 [1]",R,D,18000,,,,,
Battle of Anegawa,30 July 1570,"Ane River, near Lake Biwa in Ōmi Province",Oda–Tokugawa victory.,Asakura Yoshikage,"28,000","18,000 [1]",R,D,18000,,,,,
Battle of Angora,20 July 1402,Çubuk plain near Ankara,Decisive Timurid victory,Bayezid I,"140,000","85,000",R,D,85000,,,,,
Battle of Angora,20 July 1402,Çubuk plain near Ankara,Decisive Timurid victory,Süleyman Çelebi,"140,000","85,000",R,D,85000,,,,,
Battle of Angora,20 July 1402,Çubuk plain near Ankara,Decisive Timurid victory,Mehmed I,"140,000","85,000",R,D,85000,,,,,
Battle of Angora,20 July 1402,Çubuk plain near Ankara,Decisive Timurid victory,Stefan Lazarević,"140,000","85,000",R,D,85000,,,,,
Battle of Antioch (613),613,"Outside Antioch, Byzantine Empire (modern Syria)",Decisive Sassanid victory,Heraclius,Unknown,Unknown,L,D,1,,,,,
Battle of Antukyah,1531,"Ethiopia, 89 km (55 mi) south of Lake Hayq",Decisive Adal victory,Eslamu,"12,000 men
500 horses[1]","100,000 men
600 horses",R,D,100000,600,,,,
Battle of Antukyah,1531,"Ethiopia, 89 km (55 mi) south of Lake Hayq",Decisive Adal victory,Fatagar,"12,000 men
500 horses[1]","100,000 men
600 horses",R,D,100000,600,,,,
Battle of Anzen,22 July 838 (838-07-22),near Dazman,Abbasid victory,Theophilos (emperor),"20,000[3]–30,000[2]","25,000[1]–40,000[2]",L,D,32500,,,,,
Battle of Anzen,22 July 838 (838-07-22),near Dazman,Abbasid victory,Theophobos,"20,000[3]–30,000[2]","25,000[1]–40,000[2]",L,D,32500,,,,,
Battle of Anzen,22 July 838 (838-07-22),near Dazman,Abbasid victory,Manuel the Armenian,"20,000[3]–30,000[2]","25,000[1]–40,000[2]",L,D,32500,,,,,
Battle of Ãœmera,,,,,,,L,D,1,,,,,
Battle of Apamea,19 July 998,"plain of al-Mudiq, near Apamea
35°25′05″N 36°23′53″E﻿ / ﻿35.418°N 36.398°E﻿ / 35.418; 36.398",Fatimid victory,Damian Dalassenos,"10,000 Fatimid troops
1,000 Banu Kilab cavalry",unknown,L,D,1,,,,,
Battle of Aquae Sextae,102 BC,"modern Aix-en-Provence, France",Decisive Roman victory,Teutobod,"40,000 men (6 legions with cavalry and auxiliaries)","about 120,000 warriors",L,D,120000,,,,,
Battle of Arausio,6 October[1] 105 BC,"Arausio, on the Rhône River, France",Cimbrian and Teutonic victory,Quintus Servilius Caepio,"About 200,000","80,000 troops (10-12 legions)
up to 40,000 auxiliaries and camp followers",R,D,80000,,,,,
Battle of Arausio,6 October[1] 105 BC,"Arausio, on the Rhône River, France",Cimbrian and Teutonic victory,Gnaeus Mallius Maximus,"About 200,000","80,000 troops (10-12 legions)
up to 40,000 auxiliaries and camp followers",R,D,80000,,,,,
Battle of Ardnocher,10 August 1329,"near Horseleap, County Westmeath",MacGeoghegan victory,Thomas le Botiller,?,?,R,D,1,,,,,
Battle of Arfderydd,573,"Arfderydd
Coordinates: 55°01′N 02°55′W﻿ / ﻿55.017°N 2.917°W﻿ / 55.017; -2.917","Christian victory, death of Gwenddoleu",Gwenddoleu ap Ceidio,Unknown,Unknown,R,D,1,,,,,
Battle of Argentovaria,May 378,"Argentovaria, near Colmar,
modern  France",Decisive Western Roman victory,Priarius,Unknown,"40,000.[1][unreliable source?]",R,D,40000,,,,,
Battle of Arnemuiden,23 September 1338,Arnemuiden (Walcheren island),French victory,John Kingston (sailor),48 galleys,5 great carracks with artillery,L,D,,,,5,,
Battle of Arretium,283 BC,"Arretium (modern Arezzo), Tuscany, Italy",Gallic victory,Lucius Caecilius Metellus Denter,Unknown,Unknown,L,D,1,,,,,
Battle of Arsuf,7 September 1191,"Arsuf, Levant",Decisive Crusader victory[1],Saladin,Unknown,Unknown,R,D,1,,,,,
Battle of Arsuf,7 September 1191,"Arsuf, Levant",Decisive Crusader victory[1],Al-Adil I,Unknown,Unknown,R,D,1,,,,,
Battle of Arsuf,7 September 1191,"Arsuf, Levant",Decisive Crusader victory[1],Al-Afdal ibn Salah ad-Din,Unknown,Unknown,R,D,1,,,,,
Battle of Arsuf,7 September 1191,"Arsuf, Levant",Decisive Crusader victory[1],Al-Muzaffar Umar,Unknown,Unknown,R,D,1,,,,,
Battle of Artah,1105,"Artah, northern Syria",Crusader victory,Fakhr al-Mulk Radwan,Unknown,Unknown,R,D,1,,,,,
Battle of Ascalon,"August 12, 1099","Ascalon, Fatimid Caliphate","Decisive Crusader victory[1]

Fatimid army retreats back to Egypt
End of the First Crusade",Al-Afdal Shahanshah,"1,200 Knights[4]
9,000 Infantry[4]","20,000[4]-50,000[5]",R,D,35000,,,,,
Battle of Asculum,279 BC,"Asculum, modern Ascoli Satriano, Apulia, Italy",Epirote Pyrrhic victory (Eponymous),Pyrrhus of Epirus,"40,000 men
300 anti-elephant wagons","40,000 men
19 war elephants",R,D,40000,,,,,19
Battle of Asculum (89 BC),89 BC,"Asculum, modern Ascoli Piceno, Italy",decisive Roman victory,Judacilius,"75,000","60,000",R,D,60000,,,,,
Battle of Åšwiecino,,,,,,,L,D,2700,,,,,
Battle of Atoleiros,6 April 1384,"Atoleiros, Alentejo, Portugal
39°01′16″N 7°37′34″W﻿ / ﻿39.021°N 7.626°W﻿ / 39.021; -7.626Coordinates: 39°01′16″N 7°37′34″W﻿ / ﻿39.021°N 7.626°W﻿ / 39.021; -7.626",Portuguese victory[1],Fernando Sánchez de Tovar,"1,400 men:[2][3]

1,000 foot soldiers[4]
300 cavalry[5]
100 crossbowman[6]","5,000 men[7]

3,000 foot soldiers
2,000 cavalry[8]",R,D,3000,2000,,,,
Battle of Atoleiros,6 April 1384,"Atoleiros, Alentejo, Portugal
39°01′16″N 7°37′34″W﻿ / ﻿39.021°N 7.626°W﻿ / 39.021; -7.626Coordinates: 39°01′16″N 7°37′34″W﻿ / ﻿39.021°N 7.626°W﻿ / 39.021; -7.626",Portuguese victory[1],Pedro Álvares Pereira,"1,400 men:[2][3]

1,000 foot soldiers[4]
300 cavalry[5]
100 crossbowman[6]","5,000 men[7]

3,000 foot soldiers
2,000 cavalry[8]",R,D,3000,2000,,,,
Battle of Atoleiros,6 April 1384,"Atoleiros, Alentejo, Portugal
39°01′16″N 7°37′34″W﻿ / ﻿39.021°N 7.626°W﻿ / 39.021; -7.626Coordinates: 39°01′16″N 7°37′34″W﻿ / ﻿39.021°N 7.626°W﻿ / 39.021; -7.626",Portuguese victory[1],Pero Gonzalez de Sevilla,"1,400 men:[2][3]

1,000 foot soldiers[4]
300 cavalry[5]
100 crossbowman[6]","5,000 men[7]

3,000 foot soldiers
2,000 cavalry[8]",R,D,3000,2000,,,,
Battle of Atoleiros,6 April 1384,"Atoleiros, Alentejo, Portugal
39°01′16″N 7°37′34″W﻿ / ﻿39.021°N 7.626°W﻿ / 39.021; -7.626Coordinates: 39°01′16″N 7°37′34″W﻿ / ﻿39.021°N 7.626°W﻿ / 39.021; -7.626",Portuguese victory[1],Martim Anes de Barundo,"1,400 men:[2][3]

1,000 foot soldiers[4]
300 cavalry[5]
100 crossbowman[6]","5,000 men[7]

3,000 foot soldiers
2,000 cavalry[8]",R,D,3000,2000,,,,
Battle of Auray,29 September 1364,"Auray, France",Decisive Anglo-Breton victory,"Charles, Duke of Brittany","3,500","4,000",R,D,4000,,,,,
Battle of Avarayr,26 May 451[1],"Avarayr Plain, Canton of Artaz, Vaspurakan, Greater Armenia
(modern-day Chors, Chaypareh County, West Azarbaijan Province, Iran)",Pyrrhic[2][3] Sassanid military victory[4],Vardan Mamikonian,"200,000[2]–300,000[6] Sassanids
60,000 Armenian loyalists[6]
Unknown number of elephants","66,000 Armenians[6]",R,D,66000,,,,,
Battle of Axtorna,20 October 1565,"Axtorna, close to Falkenberg, Sweden
57°02′24″N 12°38′35″E﻿ / ﻿57.040°N 12.643°E﻿ / 57.040; 12.643Coordinates: 57°02′24″N 12°38′35″E﻿ / ﻿57.040°N 12.643°E﻿ / 57.040; 12.643",Danish victory,Jakob Henriksson Hästesko,"6,000 infantry
1,400 cavalry
21 artillery pieces","8,100 infantry
3,000 cavalry
47 artillery pieces",L,D,8100,3000,47,,,
Battle of Ayta ash-Shab,12 July – 14 August 2006,"Ayta ash-Sha'b, Southern Lebanon",Israel failed to capture the town[1],Udi Adam,60–70 fighters (Israeli estimate)[2],unknown,L,D,1,,,,,
Battle of Ayta ash-Shab,12 July – 14 August 2006,"Ayta ash-Sha'b, Southern Lebanon",Israel failed to capture the town[1],Gal Hirsch,60–70 fighters (Israeli estimate)[2],unknown,L,D,1,,,,,
Battle of Azaz (1030),Early August 1030,"Azaz, Syria",Arab victory,Romanos III Argyros,"700–2,000","~20,000",L,D,20000,,,,,
Battle of Azaz (1125),"June 11, 1125","Azaz, Bilad al-Sham (modern Syria)",Crusader victory,Toghtekin,"Crusaders: approximately 3100 men:

2000 foot soldiers
1100 knights","Seljuks:
Unknown",R,D,1,,,,,
Battle of az-Zallaqah,23 October 1086,North of Badajoz,Decisive Almoravid victory[1],Alfonso VI of León and Castile,"Reportedly 3 times larger than Castilian army according to western sources[5]
48,000 according to Muslim sources[6]","2,500 according to western sources[2][3]
60,000-80,000 according to Muslim Andalusian sources[4]",L,D,1,,,,,
Battle of az-Zallaqah,23 October 1086,North of Badajoz,Decisive Almoravid victory[1],Álvar Fáñez,"Reportedly 3 times larger than Castilian army according to western sources[5]
48,000 according to Muslim sources[6]","2,500 according to western sources[2][3]
60,000-80,000 according to Muslim Andalusian sources[4]",L,D,1,,,,,
Battle of az-Zallaqah,23 October 1086,North of Badajoz,Decisive Almoravid victory[1],Sancho Ramírez,"Reportedly 3 times larger than Castilian army according to western sources[5]
48,000 according to Muslim sources[6]","2,500 according to western sources[2][3]
60,000-80,000 according to Muslim Andalusian sources[4]",L,D,1,,,,,
Battle of BaÃ§ente,,,,,,,R,D,1500,,,,,
Battle of Badr,"13 March 624 CE/17 Ramadan, 2 AH","At the wells of Badr, 70 mi (110 km) southwest of Medina",Decisive Muslim victory,Amr ibn Hishām,313 infantry and cavalry: 2 horses and 70 camels,950 infantry and cavalry: 100 horses and 170 camels,R,D,950,270,,,,
Battle of Badr,"13 March 624 CE/17 Ramadan, 2 AH","At the wells of Badr, 70 mi (110 km) southwest of Medina",Decisive Muslim victory,Utbah ibn Rabi'ah,313 infantry and cavalry: 2 horses and 70 camels,950 infantry and cavalry: 100 horses and 170 camels,R,D,950,270,,,,
Battle of Badr,"13 March 624 CE/17 Ramadan, 2 AH","At the wells of Badr, 70 mi (110 km) southwest of Medina",Decisive Muslim victory,Umayyah ibn Khalaf,313 infantry and cavalry: 2 horses and 70 camels,950 infantry and cavalry: 100 horses and 170 camels,R,D,950,270,,,,
Battle of Badr,"13 March 624 CE/17 Ramadan, 2 AH","At the wells of Badr, 70 mi (110 km) southwest of Medina",Decisive Muslim victory,Hind bint Utbah,313 infantry and cavalry: 2 horses and 70 camels,950 infantry and cavalry: 100 horses and 170 camels,R,D,950,270,,,,
Battle of Baecula,208 BC,"Baecula (Santo Tomé, Jaén), present-day Spain",Roman victory; Hasdrubal departed Iberia without sufficient force to march on Italy immediately,Hasdrubal Barca,"35,000 men","25,000 men + Iberian allies",L,D,25000,,,,,
Battle of Baekgang,27 - 28 August 663 CE,"Lower reaches of the Geum River, Korea",Decisive Tang and Silla victory.,Abe no Hirafu,"13,000 Tang troops
170 Tang ships
Unknown number of Silla support cavalry","42,000 Yamato troops
800 Yamato ships
Unknown number of Baekje restoration troops",R,D,42000,,,800,,
Battle of Baekgang,27 - 28 August 663 CE,"Lower reaches of the Geum River, Korea",Decisive Tang and Silla victory.,Buyeo Pung,"13,000 Tang troops
170 Tang ships
Unknown number of Silla support cavalry","42,000 Yamato troops
800 Yamato ships
Unknown number of Baekje restoration troops",R,D,42000,,,800,,
Battle of Baesweiler,22 August 1371,"Baesweiler, Aachen (district)",Victory for Jülich and Guelders,"Wenceslaus I, Duke of Luxembourg","1600 men-at-arms, unknown but small number of militia infantry[1]","2500 men-at-arms, unknown but small number of militia infantry[2]",R,D,2500,,,,,
Battle of Baesweiler,22 August 1371,"Baesweiler, Aachen (district)",Victory for Jülich and Guelders,"William I, Marquis of Namur","1600 men-at-arms, unknown but small number of militia infantry[1]","2500 men-at-arms, unknown but small number of militia infantry[2]",R,D,2500,,,,,
Battle of Bagbrades,203 BC,"Near Utica, North Africa",Roman victory,Hasdrubal Gisco,Unknown,"30,000",R,D,30000,,,,,
Battle of Bagbrades,203 BC,"Near Utica, North Africa",Roman victory,Syphax,Unknown,"30,000",R,D,30000,,,,,
Battle of Baghdad (1258),29 January – 10 February 1258 (13 days),"Baghdad, modern-day Iraq",Decisive Mongol victory,Al-Musta'sim,"120,000[3]–150,000[4]","50,000",R,D,50000,,,,,
Battle of Baghdad (1258),29 January – 10 February 1258 (13 days),"Baghdad, modern-day Iraq",Decisive Mongol victory,Capital punishment,"120,000[3]–150,000[4]","50,000",R,D,50000,,,,,
Battle of Baghdad (1258),29 January – 10 February 1258 (13 days),"Baghdad, modern-day Iraq",Decisive Mongol victory,Mujaheduddin,"120,000[3]–150,000[4]","50,000",R,D,50000,,,,,
Battle of Baghdad (1258),29 January – 10 February 1258 (13 days),"Baghdad, modern-day Iraq",Decisive Mongol victory,Sulaiman Shah,"120,000[3]–150,000[4]","50,000",R,D,50000,,,,,
Battle of Baghdad (1258),29 January – 10 February 1258 (13 days),"Baghdad, modern-day Iraq",Decisive Mongol victory,Qarasunqur,"120,000[3]–150,000[4]","50,000",R,D,50000,,,,,
Battle of Baghdad (1258),29 January – 10 February 1258 (13 days),"Baghdad, modern-day Iraq",Decisive Mongol victory,"Al-Ashraf Musa, Sultan of Egypt","120,000[3]–150,000[4]","50,000",R,D,50000,,,,,
Battle of Bai ju,506 BC,"Boju, State of Chu (present-day Macheng, Hubei Province)",Decisive Wu victory,Nang Wa,Between 30.000 and 33.000,Between 200.000 and 300.000,R,D,250000,,,,,
Battle of Bai ju,506 BC,"Boju, State of Chu (present-day Macheng, Hubei Province)",Decisive Wu victory,Shen Yin Shu,Between 30.000 and 33.000,Between 200.000 and 300.000,R,D,250000,,,,,
Battle of Baia,15 December 1467,"Baia, present-day Romania",Decisive Moldavian victory;[1][2][3][4][5],Matthias Corvinus,"12,000[6]","40,000; 500 cannons[7] 15,000-20,000 (modern estimate[8])",R,D,17500,,500,,,
Battle of Baideng,200 BC,"Mount Baideng at Pincheng (present-day Datong, Shanxi)",Xiongnu victory,Emperor Gaozu of Han,"400,000[1]","320,000[1]",R,D,320000,,,,,
Battle of Balanjar (650s),650 CE,Outside Balanjar,Khazar victory,Abd ar-Rahman ibn Rabiah,?,?,R,D,1,,,,,
Battle of Ballon,22 November 845,"Redon, Ille-et-Vilaine, Brittany",Breton victory,Charles the Bald,"c 1,000 Bretons","c 3,000 Franks",R,D,3000,,,,,
Battle of Bandiradley,"December 23–25, 2006","Bandiradley, Somalia",Ethiopian/Puntland victory,Mohamed Mohamud Agaweine,500+,,L,D,1,,,,,
Battle of Bani Walid,"8–30 September 2011
(3 weeks and 1 day) (First phase)
9–17 October 2011
(1 week and 1 day) (Second phase)","Bani Walid, Libya","Pro-Gaddafi victory (First phase)
Anti-Gaddafi victory (Second phase)

Pro-Gaddafi forces repel four rebel attacks on the town
Anti-Gaddafi forces capture the town after the fifth attack
Local militia recapture the city on 23 January 2012",Saif al-Islam Gaddafi,"5,000 fighters[5]
150 technicals","2,000 fighters[6]
Several dozen technicals and BM-21 Grad launchers[7][8]",R,D,2000,,,,,
